MONTH,DAY_OF_MONTH,FL_DATE,MKT_CARRIER,OP_CARRIER,ORIGIN,DEST,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_1hrpre,CRS_DEP_1hrpost,DEP_1hrpre_num,Arr_1hrpre_num,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,snow_in,avg_feel,FAA_class,scheduled_Turnarnd,Scheduled_DEP,Scheduled_ARR_Ori,Actual_ARR_dt_Ori,Scheduled_DEP_EST,Scheduled_ARR_EST,Scheduled_ARR_Local,late_airjet_when_turnaround_within_180,day_of_week,DEP_DEL15
8,28,2023-08-28,DL,DL,ATL,JFK,155.0,760,28AUG23:14:00:00,28AUG23:16:00:00,45,30,93,73,74.0,69.0,0.84,6.7780147,0.0,81.872986,Lrg,357.0,08/28/2023 15:44:00,08/28/2023 18:19:00,08/28/2023 18:20:00,08/28/2023 15:44:00,08/28/2023 18:19:00,08/28/2023 18:19:00,0,Monday,1.0
2,7,2023-02-07,WN,WN,MDW,BNA,90.0,395,07FEB23:08:00:00,07FEB23:10:00:00,26,12,50,30,41.0,24.1,0.0,11.904975,0.0,32.380894,Lrg,40.0,02/07/2023  9:30:00,02/07/2023 11:00:00,02/07/2023 10:37:00,02/07/2023 10:30:00,02/07/2023 12:00:00,02/07/2023 11:00:00,0,Tuesday,0.0
10,2,2023-10-02,WN,WN,TPA,IND,135.0,837,02OCT23:19:00:00,02OCT23:21:00:00,13,5,90,73,72.0,65.0,0.0001,7.5600934,0.0,81.849625,Lrg,40.0,10/02/2023 20:00:00,10/02/2023 22:15:00,10/02/2023 22:16:00,10/02/2023 20:00:00,10/02/2023 22:15:00,10/02/2023 22:15:00,0,Monday,0.0
10,1,2023-10-01,DL,DL,SLC,MCO,264.0,1931,01OCT23:16:00:00,01OCT23:18:00:00,15,25,71,51,53.0,34.0,0.25,9.471841,0.0,60.314983,Lrg,55.0,10/01/2023 17:35:00,10/01/2023 21:59:00,10/01/2023 22:13:00,10/01/2023 19:35:00,10/01/2023 23:59:00,10/01/2023 23:59:00,0,Sunday,1.0
11,1,2023-11-01,F9,F9,PHL,JAX,139.0,742,01NOV23:12:00:00,01NOV23:14:00:00,5,2,52,38,43.0,22.0,0.02,10.340817,0.0,41.9139,Lrg,55.0,11/01/2023 13:00:00,11/01/2023 15:19:00,11/01/2023 15:29:00,11/01/2023 13:00:00,11/01/2023 15:19:00,11/01/2023 15:19:00,0,Wednesday,0.0
11,25,2023-11-25,WN,WN,LAS,PIT,245.0,1910,25NOV23:12:00:00,25NOV23:14:00:00,31,5,57,44,22.0,18.0,0.0,9.384943,0.0,47.797768,Lrg,40.0,11/25/2023 13:40:00,11/25/2023 17:45:00,11/25/2023 17:17:00,11/25/2023 16:40:00,11/25/2023 20:45:00,11/25/2023 20:45:00,0,Saturday,0.0
9,7,2023-09-07,DL,DL,MSP,MEM,119.0,700,07SEP23:20:00:00,07SEP23:22:00:00,23,3,64,56,53.0,49.0,0.0,4.7793694,0.0,60.803623,Lrg,58.0,09/07/2023 21:35:00,09/07/2023 23:34:00,09/08/2023  1:10:00,09/07/2023 22:35:00,09/08/2023  0:34:00,09/07/2023 23:34:00,1,Thursday,1.0
4,27,2023-04-27,NK,NK,BNA,MCO,112.0,616,27APR23:15:00:00,27APR23:17:00:00,10,26,64,55,61.0,48.9,0.06,3.9972906,0.0,60.00223,Lrg,71.0,04/27/2023 16:15:00,04/27/2023 18:07:00,04/27/2023 20:02:00,04/27/2023 17:15:00,04/27/2023 19:07:00,04/27/2023 19:07:00,0,Thursday,1.0
7,10,2023-07-10,UA,UA,EWR,MCO,169.0,937,10JUL23:12:00:00,10JUL23:14:00:00,12,20,88,72,72.0,55.9,0.0,8.77666,0.0,79.94099,Lrg,73.0,07/10/2023 13:59:00,07/10/2023 16:48:00,07/10/2023 19:12:00,07/10/2023 13:59:00,07/10/2023 16:48:00,07/10/2023 16:48:00,0,Monday,1.0
3,27,2023-03-27,AA,AA,ATL,LAX,310.0,1947,27MAR23:16:00:00,27MAR23:18:00:00,60,23,80,62,64.9,46.0,0.44,8.168377,0.0,69.36282,Lrg,79.0,03/27/2023 17:00:00,03/27/2023 22:10:00,03/27/2023 22:26:00,03/27/2023 17:00:00,03/27/2023 22:10:00,03/27/2023 19:10:00,0,Monday,1.0
11,29,2023-11-29,DL,9E,LGA,BHM,174.0,866,29NOV23:07:00:00,29NOV23:09:00:00,32,0,38,28,15.0,10.0,0.0,10.080125,0.0,24.984415,Lrg,53.0,11/29/2023  8:22:00,11/29/2023 11:16:00,11/29/2023 10:43:00,11/29/2023  8:22:00,11/29/2023 11:16:00,11/29/2023 10:16:00,0,Wednesday,0.0
5,1,2023-05-01,AA,MQ,ORD,XNA,118.0,522,01MAY23:12:00:00,01MAY23:14:00:00,41,1,50,40,39.9,33.1,0.08,14.946391,0.0,36.475586,Lrg,62.0,05/01/2023 13:25:00,05/01/2023 15:23:00,05/01/2023 15:33:00,05/01/2023 14:25:00,05/01/2023 16:23:00,05/01/2023 15:23:00,1,Monday,1.0
3,29,2023-03-29,B6,B6,JFK,CHS,130.0,636,29MAR23:07:00:00,29MAR23:09:00:00,25,0,51,36,39.0,17.1,0.0001,11.209793,0.0,38.723427,Lrg,37.0,03/29/2023  8:05:00,03/29/2023 10:15:00,03/29/2023 10:30:00,03/29/2023  8:05:00,03/29/2023 10:15:00,03/29/2023 10:15:00,0,Wednesday,0.0
4,24,2023-04-24,DL,DL,LAS,SLC,83.0,368,24APR23:18:00:00,24APR23:20:00:00,25,3,89,64,37.9,14.0,0.0,5.12696,0.0,75.42785,Lrg,61.0,04/24/2023 19:20:00,04/24/2023 20:43:00,04/24/2023 20:52:00,04/24/2023 22:20:00,04/24/2023 23:43:00,04/24/2023 21:43:00,0,Monday,0.0
11,7,2023-11-07,WN,WN,LAX,SMF,85.0,373,07NOV23:19:00:00,07NOV23:21:00:00,32,14,71,61,59.0,39.0,0.0,7.907684,0.0,64.93101,Lrg,40.0,11/07/2023 20:40:00,11/07/2023 22:05:00,11/07/2023 21:55:00,11/07/2023 23:40:00,11/08/2023  1:05:00,11/07/2023 22:05:00,0,Tuesday,0.0
4,21,2023-04-21,AA,MQ,DFW,IND,140.0,761,21APR23:18:00:00,21APR23:20:00:00,51,10,77,56,60.1,33.1,0.0,8.4290695,0.0,66.1639,Lrg,105.0,04/21/2023 19:14:00,04/21/2023 21:34:00,04/21/2023 21:45:00,04/21/2023 20:14:00,04/21/2023 22:34:00,04/21/2023 22:34:00,1,Friday,0.0
7,12,2023-07-12,AA,PT,PHL,GSP,120.0,515,12JUL23:07:00:00,12JUL23:09:00:00,10,0,91,71,68.0,57.9,0.0,5.300755,0.0,82.62049,Lrg,56.0,07/12/2023  8:36:00,07/12/2023 10:36:00,07/12/2023  9:59:00,07/12/2023  8:36:00,07/12/2023 10:36:00,07/12/2023 10:36:00,0,Wednesday,0.0
3,17,2023-03-17,AA,AA,CLT,RDU,55.0,130,17MAR23:19:00:00,17MAR23:21:00:00,14,9,62,51,57.9,28.0,0.32,10.862203,0.0,57.395252,Lrg,284.0,03/17/2023 20:36:00,03/17/2023 21:31:00,03/17/2023 22:34:00,03/17/2023 20:36:00,03/17/2023 21:31:00,03/17/2023 21:31:00,0,Friday,1.0
10,29,2023-10-29,WN,WN,SLC,LAS,85.0,368,29OCT23:19:00:00,29OCT23:21:00:00,2,26,44,28,22.0,17.0,0.0,6.7780147,0.0,29.467756,Lrg,55.0,10/29/2023 20:10:00,10/29/2023 21:35:00,10/29/2023 21:16:00,10/29/2023 22:10:00,10/29/2023 23:35:00,10/29/2023 20:35:00,0,Sunday,0.0
2,21,2023-02-21,AA,AA,DFW,BUR,211.0,1231,21FEB23:09:00:00,21FEB23:11:00:00,35,9,90,60,64.0,43.0,0.0,14.077415,0.0,74.0734,Lrg,166.0,02/21/2023 10:55:00,02/21/2023 14:26:00,02/21/2023 14:49:00,02/21/2023 11:55:00,02/21/2023 15:26:00,02/21/2023 12:26:00,1,Tuesday,1.0
6,20,2023-06-20,WN,WN,SJC,AUS,205.0,1476,20JUN23:15:00:00,20JUN23:17:00:00,7,18,74,50,50.0,39.0,0.0,6.6042194,0.0,61.445366,Med,50.0,06/20/2023 16:40:00,06/20/2023 20:05:00,06/20/2023 19:50:00,06/20/2023 19:40:00,06/20/2023 23:05:00,06/20/2023 22:05:00,0,Tuesday,0.0
9,15,2023-09-15,DL,YX,BOS,ORF,103.0,468,15SEP23:09:00:00,15SEP23:11:00:00,21,4,70,57,54.0,49.0,0.0,13.208439,0.0,63.711296,Lrg,51.0,09/15/2023 10:11:00,09/15/2023 11:54:00,09/15/2023 11:53:00,09/15/2023 10:11:00,09/15/2023 11:54:00,09/15/2023 11:54:00,0,Friday,0.0
11,26,2023-11-26,WN,WN,ATL,MCO,85.0,404,26NOV23:15:00:00,26NOV23:17:00:00,66,24,50,44,46.0,37.0,0.09,6.8649125,0.0,44.262833,Lrg,40.0,11/26/2023 16:00:00,11/26/2023 17:25:00,11/26/2023 17:41:00,11/26/2023 16:00:00,11/26/2023 17:25:00,11/26/2023 17:25:00,0,Sunday,1.0
1,28,2023-01-28,NK,NK,DFW,LAS,181.0,1055,28JAN23:16:00:00,28JAN23:18:00:00,38,28,70,45,57.0,34.0,0.0001,11.731179,0.0,55.048824,Lrg,67.0,01/28/2023 17:39:00,01/28/2023 20:40:00,01/28/2023 22:46:00,01/28/2023 18:39:00,01/28/2023 21:40:00,01/28/2023 18:40:00,1,Saturday,1.0
8,11,2023-08-11,B6,B6,MCO,SYR,166.0,1053,11AUG23:15:00:00,11AUG23:17:00:00,17,1,99,79,80.0,73.0,0.0,3.7365978,0.0,99.05084,Lrg,35.0,08/11/2023 16:46:00,08/11/2023 19:32:00,08/11/2023 20:21:00,08/11/2023 16:46:00,08/11/2023 19:32:00,08/11/2023 19:32:00,1,Friday,1.0
3,31,2023-03-31,WN,WN,HOU,ELP,120.0,677,31MAR23:12:00:00,31MAR23:14:00:00,8,3,85,73,72.0,66.9,0.0001,12.252565,0.0,78.31255,Med,55.0,03/31/2023 13:40:00,03/31/2023 15:40:00,03/31/2023 15:53:00,03/31/2023 14:40:00,03/31/2023 16:40:00,03/31/2023 14:40:00,1,Friday,1.0
3,21,2023-03-21,DL,OO,ATL,AGS,56.0,143,21MAR23:13:00:00,21MAR23:15:00:00,43,0,62,36,28.0,19.9,0.0,4.7793694,0.0,48.86319,Lrg,82.0,03/21/2023 14:18:00,03/21/2023 15:14:00,03/21/2023 15:08:00,03/21/2023 14:18:00,03/21/2023 15:14:00,03/21/2023 15:14:00,0,Tuesday,0.0
8,26,2023-08-26,AA,OH,DCA,BDL,83.0,313,26AUG23:17:00:00,26AUG23:19:00:00,29,4,92,75,75.0,65.0,0.0,7.2994003,0.0,85.9325,Lrg,137.0,08/26/2023 18:45:00,08/26/2023 20:08:00,08/26/2023 19:55:00,08/26/2023 18:45:00,08/26/2023 20:08:00,08/26/2023 20:08:00,0,Saturday,0.0
9,30,2023-09-30,AA,MQ,DFW,CRP,80.0,354,30SEP23:07:00:00,30SEP23:09:00:00,54,0,94,73,67.0,58.0,0.0,7.5600934,0.0,84.281006,Lrg,50.0,09/30/2023  8:19:00,09/30/2023  9:39:00,09/30/2023  9:18:00,09/30/2023  9:19:00,09/30/2023 10:39:00,09/30/2023  9:39:00,0,Saturday,0.0
6,13,2023-06-13,DL,DL,BOS,ROC,96.0,343,13JUN23:21:00:00,13JUN23:23:00:00,6,1,70,60,64.0,57.9,0.01,8.950456,0.0,63.727825,Lrg,57.0,06/13/2023 22:59:00,06/14/2023  0:35:00,06/14/2023  0:04:00,06/13/2023 22:59:00,06/14/2023  0:35:00,06/14/2023  0:35:00,0,Tuesday,0.0
9,14,2023-09-14,B6,B6,LAX,MCO,282.0,2218,14SEP23:20:00:00,14SEP23:22:00:00,15,27,74,66,62.6,60.0,0.0,7.0387077,0.0,68.21157,Lrg,32.0,09/14/2023 21:19:00,09/15/2023  2:01:00,09/15/2023  6:12:00,09/15/2023  0:19:00,09/15/2023  5:01:00,09/15/2023  5:01:00,1,Thursday,1.0
3,13,2023-03-13,WN,WN,BWI,BDL,75.0,283,13MAR23:21:00:00,13MAR23:23:00:00,11,2,48,39,39.0,28.0,0.0001,6.256629,0.0,38.634815,Lrg,60.0,03/13/2023 22:25:00,03/13/2023 23:40:00,03/13/2023 23:42:00,03/13/2023 22:25:00,03/13/2023 23:40:00,03/13/2023 23:40:00,0,Monday,0.0
2,4,2023-02-04,AA,OH,DCA,MHT,92.0,406,04FEB23:08:00:00,04FEB23:10:00:00,36,0,33,16,10.9,-4.0,0.0,9.037353,0.0,15.864451,Lrg,51.0,02/04/2023  9:50:00,02/04/2023 11:22:00,02/04/2023 11:09:00,02/04/2023  9:50:00,02/04/2023 11:22:00,02/04/2023 11:22:00,0,Saturday,0.0
1,7,2023-01-07,UA,OO,ORD,CMX,87.0,360,07JAN23:14:00:00,07JAN23:16:00:00,47,0,32,27,25.0,21.0,0.0,5.0400624,0.0,23.617659,Lrg,50.0,01/07/2023 15:35:00,01/07/2023 17:02:00,01/07/2023 17:11:00,01/07/2023 16:35:00,01/07/2023 18:02:00,01/07/2023 18:02:00,0,Saturday,0.0
1,31,2023-01-31,WN,WN,SEA,PHX,165.0,1107,31JAN23:13:00:00,31JAN23:15:00:00,17,28,41,31,28.9,19.0,0.0001,2.6938264,0.1,33.450687,Lrg,50.0,01/31/2023 14:45:00,01/31/2023 17:30:00,01/31/2023 17:35:00,01/31/2023 17:45:00,01/31/2023 20:30:00,01/31/2023 18:30:00,0,Tuesday,1.0
7,16,2023-07-16,DL,9E,LGA,MYR,118.0,563,16JUL23:09:00:00,16JUL23:11:00:00,26,2,81,74,76.0,72.0,1.39,7.125605,0.0,79.233154,Lrg,52.0,07/16/2023 10:29:00,07/16/2023 12:27:00,07/16/2023 14:40:00,07/16/2023 10:29:00,07/16/2023 12:27:00,07/16/2023 12:27:00,1,Sunday,1.0
1,16,2023-01-16,WN,WN,OAK,SAN,90.0,446,16JAN23:14:00:00,16JAN23:16:00:00,5,13,56,45,45.0,41.0,0.95,13.382235,0.0,48.725067,Med,60.0,01/16/2023 15:55:00,01/16/2023 17:25:00,01/16/2023 18:23:00,01/16/2023 18:55:00,01/16/2023 20:25:00,01/16/2023 17:25:00,1,Monday,1.0
3,17,2023-03-17,UA,YX,EWR,MYR,120.0,550,17MAR23:13:00:00,17MAR23:15:00:00,16,2,61,45,42.1,19.9,0.0001,5.7352433,0.0,51.95295,Lrg,87.0,03/17/2023 14:27:00,03/17/2023 16:27:00,03/17/2023 16:10:00,03/17/2023 14:27:00,03/17/2023 16:27:00,03/17/2023 16:27:00,0,Friday,0.0
1,5,2023-01-05,NK,NK,CLT,FLL,134.0,632,05JAN23:20:00:00,05JAN23:22:00:00,70,9,66,42,48.9,28.9,0.0,6.430424,0.0,55.258286,Lrg,55.0,01/05/2023 21:15:00,01/05/2023 23:29:00,01/06/2023  0:53:00,01/05/2023 21:15:00,01/05/2023 23:29:00,01/05/2023 23:29:00,1,Thursday,1.0
2,13,2023-02-13,UA,UA,CMH,ORD,89.0,296,13FEB23:17:00:00,13FEB23:19:00:00,8,42,57,25,26.1,16.0,0.0,7.2994003,0.0,38.1163,Med,64.0,02/13/2023 18:13:00,02/13/2023 19:42:00,02/13/2023 19:31:00,02/13/2023 18:13:00,02/13/2023 19:42:00,02/13/2023 18:42:00,0,Monday,0.0
4,1,2023-04-01,NK,NK,LAS,ABQ,91.0,486,01APR23:09:00:00,01APR23:11:00:00,22,3,72,45,23.0,6.1,0.0,4.431779,0.0,59.24749,Lrg,139.0,04/01/2023 10:35:00,04/01/2023 12:06:00,04/01/2023 11:54:00,04/01/2023 13:35:00,04/01/2023 15:06:00,04/01/2023 13:06:00,0,Saturday,0.0
11,24,2023-11-24,UA,OO,MEM,ORD,120.0,491,24NOV23:15:00:00,24NOV23:17:00:00,3,17,61,44,45.0,36.0,0.0,5.387653,0.0,49.127598,Med,85.0,11/24/2023 16:27:00,11/24/2023 18:27:00,11/24/2023 18:04:00,11/24/2023 17:27:00,11/24/2023 19:27:00,11/24/2023 18:27:00,0,Friday,0.0
9,21,2023-09-21,AA,OH,PHL,BHM,140.0,772,21SEP23:19:00:00,21SEP23:21:00:00,30,4,77,57,55.0,46.0,0.0,4.2579837,0.0,65.93305,Lrg,36.0,09/21/2023 20:35:00,09/21/2023 22:55:00,09/21/2023 23:50:00,09/21/2023 20:35:00,09/21/2023 22:55:00,09/21/2023 21:55:00,1,Thursday,1.0
9,23,2023-09-23,UA,UA,ABQ,DEN,80.0,349,23SEP23:12:00:00,23SEP23:14:00:00,7,66,82,58,45.0,17.0,0.0,7.7338886,0.0,70.65833,Med,64.0,09/23/2023 13:40:00,09/23/2023 15:00:00,09/23/2023 14:49:00,09/23/2023 15:40:00,09/23/2023 17:00:00,09/23/2023 15:00:00,0,Saturday,0.0
10,13,2023-10-13,DL,DL,PHX,SEA,193.0,1107,13OCT23:12:00:00,13OCT23:14:00:00,34,37,91,65,32.0,22.0,0.0,3.9972906,0.0,77.41778,Lrg,62.0,10/13/2023 13:30:00,10/13/2023 16:43:00,10/13/2023 16:15:00,10/13/2023 16:30:00,10/13/2023 18:43:00,10/13/2023 16:43:00,0,Friday,0.0
5,29,2023-05-29,DL,DL,LAX,SFO,86.0,337,29MAY23:16:00:00,29MAY23:18:00:00,30,9,68,61,57.0,54.0,0.0,8.081479,0.0,62.16683,Lrg,61.0,05/29/2023 17:30:00,05/29/2023 18:56:00,05/29/2023 18:48:00,05/29/2023 20:30:00,05/29/2023 21:56:00,05/29/2023 18:56:00,0,Monday,0.0
3,23,2023-03-23,B6,B6,JFK,SAT,272.0,1587,23MAR23:12:00:00,23MAR23:14:00:00,24,9,59,43,53.1,43.0,0.08,7.5600934,0.0,48.61834,Lrg,46.0,03/23/2023 13:45:00,03/23/2023 18:17:00,03/23/2023 18:12:00,03/23/2023 13:45:00,03/23/2023 18:17:00,03/23/2023 17:17:00,0,Thursday,0.0
4,5,2023-04-05,B6,B6,BOS,DCA,106.0,399,05APR23:09:00:00,05APR23:11:00:00,30,34,49,39,41.0,30.9,0.0001,12.42636,0.0,35.835094,Lrg,61.0,04/05/2023 10:00:00,04/05/2023 11:46:00,04/05/2023 11:20:00,04/05/2023 10:00:00,04/05/2023 11:46:00,04/05/2023 11:46:00,0,Wednesday,0.0
9,27,2023-09-27,DL,DL,MSP,SAT,168.0,1097,27SEP23:08:00:00,27SEP23:10:00:00,20,2,74,61,60.0,57.0,0.01,8.168377,0.0,65.46899,Lrg,86.0,09/27/2023  9:12:00,09/27/2023 12:00:00,09/27/2023 11:26:00,09/27/2023 10:12:00,09/27/2023 13:00:00,09/27/2023 12:00:00,0,Wednesday,0.0
10,10,2023-10-10,AA,AA,MIA,EWR,183.0,1085,10OCT23:20:00:00,10OCT23:22:00:00,14,26,91,78,76.0,71.0,0.0,2.5840893,0.0,88.61278,Lrg,623.0,10/10/2023 21:08:00,10/11/2023  0:11:00,10/10/2023 23:56:00,10/10/2023 21:08:00,10/11/2023  0:11:00,10/11/2023  0:11:00,0,Tuesday,0.0
9,1,2023-09-01,F9,F9,ATL,MIA,128.0,594,01SEP23:15:00:00,01SEP23:17:00:00,70,7,85,73,70.0,57.0,0.0,9.993227,0.0,77.83876,Lrg,69.0,09/01/2023 16:24:00,09/01/2023 18:32:00,09/01/2023 19:10:00,09/01/2023 16:24:00,09/01/2023 18:32:00,09/01/2023 18:32:00,1,Friday,1.0
6,19,2023-06-19,AS,AS,SEA,BOI,87.0,399,19JUN23:11:00:00,19JUN23:13:00:00,47,7,62,47,46.9,37.9,0.01,7.7338886,0.0,53.285404,Lrg,55.0,06/19/2023 12:25:00,06/19/2023 13:52:00,06/19/2023 14:22:00,06/19/2023 15:25:00,06/19/2023 16:52:00,06/19/2023 14:52:00,0,Monday,1.0
7,31,2023-07-31,AA,OO,DFW,AMA,90.0,312,31JUL23:09:00:00,31JUL23:11:00:00,30,1,105,80,71.0,62.0,0.0,6.8649125,0.0,96.83349,Lrg,83.0,07/31/2023 10:31:00,07/31/2023 12:01:00,07/31/2023 11:42:00,07/31/2023 11:31:00,07/31/2023 13:01:00,07/31/2023 12:01:00,0,Monday,0.0
2,17,2023-02-17,WN,WN,MCO,BUF,150.0,1011,17FEB23:20:00:00,17FEB23:22:00:00,28,2,88,63,68.0,57.9,0.0,9.471841,0.0,75.523125,Lrg,35.0,02/17/2023 21:35:00,02/18/2023  0:05:00,02/18/2023  0:06:00,02/17/2023 21:35:00,02/18/2023  0:05:00,02/18/2023  0:05:00,0,Friday,0.0
10,28,2023-10-28,NK,NK,FLL,IAH,171.0,966,28OCT23:15:00:00,28OCT23:17:00:00,18,36,85,78,68.0,66.0,0.0,14.077415,0.0,81.12229,Lrg,59.0,10/28/2023 16:42:00,10/28/2023 19:33:00,10/28/2023 19:09:00,10/28/2023 16:42:00,10/28/2023 19:33:00,10/28/2023 18:33:00,0,Saturday,0.0
8,10,2023-08-10,AA,AA,ORD,LAX,265.0,1744,10AUG23:19:00:00,10AUG23:21:00:00,49,35,86,65,68.0,62.0,0.0,7.0387077,0.0,75.5411,Lrg,125.0,08/10/2023 20:30:00,08/11/2023  0:55:00,08/11/2023  1:23:00,08/10/2023 21:30:00,08/11/2023  1:55:00,08/10/2023 22:55:00,0,Thursday,1.0
10,6,2023-10-06,AA,AA,BNA,LGA,135.0,764,06OCT23:19:00:00,06OCT23:21:00:00,23,29,79,58,63.0,42.0,0.0001,5.7352433,0.0,69.19805,Lrg,44.0,10/06/2023 20:09:00,10/06/2023 22:24:00,10/06/2023 22:02:00,10/06/2023 21:09:00,10/06/2023 23:24:00,10/06/2023 23:24:00,0,Friday,0.0
5,6,2023-05-06,WN,WN,ATL,MCO,90.0,404,06MAY23:09:00:00,06MAY23:11:00:00,62,35,76,59,60.1,54.0,0.0,6.432961,0.0,66.801186,Lrg,50.0,05/06/2023 10:35:00,05/06/2023 12:05:00,05/06/2023 11:58:00,05/06/2023 10:35:00,05/06/2023 12:05:00,05/06/2023 12:05:00,0,Saturday,0.0
11,10,2023-11-10,AA,OH,CLT,MYR,69.0,157,10NOV23:21:00:00,10NOV23:23:00:00,20,0,69,53,61.0,34.0,0.01,5.6483455,0.0,60.588852,Lrg,48.0,11/10/2023 22:35:00,11/10/2023 23:44:00,11/10/2023 23:22:00,11/10/2023 22:35:00,11/10/2023 23:44:00,11/10/2023 23:44:00,0,Friday,0.0
1,31,2023-01-31,UA,G7,ORD,LIT,127.0,552,31JAN23:19:00:00,31JAN23:21:00:00,54,3,12,-1,-4.0,-9.9,0.0,5.300755,0.0,-3.9996035,Lrg,102.0,01/31/2023 20:30:00,01/31/2023 22:37:00,01/31/2023 22:22:00,01/31/2023 21:30:00,01/31/2023 23:37:00,01/31/2023 22:37:00,1,Tuesday,0.0
7,3,2023-07-03,AA,AA,CHS,CLT,71.0,168,03JUL23:10:00:00,03JUL23:12:00:00,3,59,94,77,75.9,71.1,0.03,6.169731,0.0,88.99383,Med,50.0,07/03/2023 11:15:00,07/03/2023 12:26:00,07/03/2023 12:05:00,07/03/2023 11:15:00,07/03/2023 12:26:00,07/03/2023 12:26:00,0,Monday,0.0
4,12,2023-04-12,WN,WN,LAS,RNO,85.0,345,12APR23:14:00:00,12APR23:16:00:00,25,4,83,68,37.0,19.9,0.0,11.818077,0.0,74.66739,Lrg,45.0,04/12/2023 15:05:00,04/12/2023 16:30:00,04/12/2023 16:46:00,04/12/2023 18:05:00,04/12/2023 19:30:00,04/12/2023 16:30:00,0,Wednesday,1.0
6,21,2023-06-21,WN,WN,MDW,STL,65.0,251,21JUN23:14:00:00,21JUN23:16:00:00,16,7,88,67,62.1,55.9,0.0,8.081479,0.0,76.64616,Lrg,60.0,06/21/2023 15:05:00,06/21/2023 16:10:00,06/21/2023 16:13:00,06/21/2023 16:05:00,06/21/2023 17:10:00,06/21/2023 16:10:00,0,Wednesday,0.0
5,30,2023-05-30,HA,HA,HNL,SMF,310.0,2462,30MAY23:11:00:00,30MAY23:13:00:00,10,13,86,75,68.0,64.0,0.0,11.5573845,0.0,80.115486,Med,155.0,05/30/2023 12:55:00,05/30/2023 18:05:00,05/30/2023 18:14:00,05/30/2023 18:55:00,05/31/2023  0:05:00,05/30/2023 21:05:00,1,Tuesday,0.0
1,29,2023-01-29,AA,YX,DCA,EYW,206.0,1023,29JAN23:07:00:00,29JAN23:09:00:00,15,0,50,40,42.1,30.9,0.03,7.820786,0.0,40.91985,Lrg,40.0,01/29/2023  8:37:00,01/29/2023 12:03:00,01/29/2023 11:51:00,01/29/2023  8:37:00,01/29/2023 12:03:00,01/29/2023 12:03:00,0,Sunday,0.0
10,21,2023-10-21,AA,AA,MIA,DEN,271.0,1709,21OCT23:09:00:00,21OCT23:11:00:00,9,44,89,68,70.0,64.0,0.0,3.910393,0.0,79.4507,Lrg,77.0,10/21/2023 10:04:00,10/21/2023 14:35:00,10/21/2023 14:19:00,10/21/2023 10:04:00,10/21/2023 14:35:00,10/21/2023 12:35:00,1,Saturday,0.0
5,6,2023-05-06,HA,HA,HNL,LIH,44.0,102,06MAY23:10:00:00,06MAY23:12:00:00,5,3,85,72,66.9,63.0,0.0001,14.338108,0.0,78.510735,Med,35.0,05/06/2023 11:00:00,05/06/2023 11:44:00,05/06/2023 12:45:00,05/06/2023 17:00:00,05/06/2023 17:44:00,05/06/2023 11:44:00,1,Saturday,1.0
5,17,2023-05-17,UA,UA,LAS,DEN,116.0,628,17MAY23:17:00:00,17MAY23:19:00:00,28,49,95,74,48.0,36.0,0.0,4.605574,0.0,81.352776,Lrg,86.0,05/17/2023 18:49:00,05/17/2023 20:45:00,05/17/2023 20:26:00,05/17/2023 21:49:00,05/17/2023 23:45:00,05/17/2023 21:45:00,0,Wednesday,0.0
1,25,2023-01-25,WN,WN,MEM,MDW,100.0,480,25JAN23:15:00:00,25JAN23:17:00:00,2,10,47,36,45.0,30.9,0.07,9.471841,0.0001,33.36713,Med,45.0,01/25/2023 16:15:00,01/25/2023 17:55:00,01/25/2023 17:50:00,01/25/2023 17:15:00,01/25/2023 18:55:00,01/25/2023 17:55:00,0,Wednesday,0.0
5,18,2023-05-18,DL,DL,SEA,ORD,253.0,1721,18MAY23:10:00:00,18MAY23:12:00:00,23,12,76,55,57.0,51.1,0.0,4.7793694,0.0,64.48781,Lrg,60.0,05/18/2023 11:15:00,05/18/2023 15:28:00,05/18/2023 15:09:00,05/18/2023 14:15:00,05/18/2023 18:28:00,05/18/2023 17:28:00,0,Thursday,0.0
5,18,2023-05-18,WN,WN,LAS,SNA,60.0,226,18MAY23:06:00:00,18MAY23:08:00:00,29,0,97,73,45.0,33.1,0.0,4.605574,0.0,82.44262,Lrg,50.0,05/18/2023  7:25:00,05/18/2023  8:25:00,05/18/2023  8:29:00,05/18/2023 10:25:00,05/18/2023 11:25:00,05/18/2023  8:25:00,0,Thursday,0.0
8,10,2023-08-10,AA,AA,DCA,TPA,136.0,814,10AUG23:18:00:00,10AUG23:20:00:00,20,10,84,73,72.0,64.0,0.15,7.0387077,0.0,79.35883,Lrg,153.0,08/10/2023 19:44:00,08/10/2023 22:00:00,08/10/2023 22:17:00,08/10/2023 19:44:00,08/10/2023 22:00:00,08/10/2023 22:00:00,1,Thursday,0.0
1,26,2023-01-26,WN,WN,DAL,MSY,80.0,436,26JAN23:12:00:00,26JAN23:14:00:00,12,9,55,30,32.0,24.1,0.0,3.9972906,0.0,41.144176,Med,40.0,01/26/2023 13:55:00,01/26/2023 15:15:00,01/26/2023 15:55:00,01/26/2023 14:55:00,01/26/2023 16:15:00,01/26/2023 15:15:00,0,Thursday,1.0
